n_robots,seed,rule,pose_rmse,align_rmse,gamma,n_delivered,trust_yield,airtime_util,dt_bias
2,35,deferral adaptive,0.45814357697284497,0.492986644819774,1.3148775757116495,28,0.28472637562807135,0.5379792592592597,2.159245714285705
2,37,fixed 0.003,0.3928709091007765,0.13237322860573222,0.003,48,0.46741458600910296,0.6886400000000001,-53.89009866666665
2,37,drift derived,0.5420835071792369,0.16312841006585688,0.033271064666877376,46,0.27948165588472085,0.6940197101449278,-75.56542330434785
2,37,drift adaptive,0.5225906406529578,0.1781432821375682,0.05633065094992448,39,0.3006589959717131,0.6706773333333338,-30.651090051282065
2,37,deferral derived,0.42699654417803296,0.14279423049021941,0.004471917293935131,48,0.4040243050842576,0.6886400000000001,-89.41304533333334
2,37,deferral adaptive,0.5954955606736222,0.24877236005459868,2.0,20,0.36690310573669077,0.3840000000000002,1.0368255999999876
2,38,fixed 0.003,0.3663379981733638,0.16082938667702085,0.003,48,0.4032143078135683,0.6900622222222222,-60.187045333333344
2,38,drift derived,0.2926631360222218,0.19405865648944376,0.033271064666877376,47,0.2446088351678435,0.6750933333333335,-72.71659846808512
2,38,drift adaptive,0.7577740925518253,0.3955012982196767,0.047944645282290164,39,0.1564265658877996,0.6715306666666672,-20.871404307692327
2,38,deferral derived,0.34234784103333765,0.17292835529403305,0.004471917293935131,48,0.35006556004681383,0.6893511111111111,-73.91494666666668
2,38,deferral adaptive,0.24296714337211814,0.17927101691959002,1.9093435000849273,24,0.5020027853850283,0.4581451851851855,0.7612426666666604
2,39,fixed 0.003,0.25625173783188626,0.18506944073596104,0.003,48,0.40744553914899345,0.6964622222222223,-60.05105866666668
2,39,drift derived,0.32716953057553777,0.3258285018831582,0.033271064666877376,47,0.2773261652311667,0.6800711111111112,-73.49918229787237
2,39,drift adaptive,0.3352719090392878,0.22773041024822138,0.06733508015073211,37,0.42522314027616903,0.6780407017543865,-12.035469837837853
2,39,deferral derived,0.2645506131725003,0.20321374830671177,0.004471917293935131,48,0.3673296185065332,0.6964622222222223,-100.76046133333334
2,39,deferral adaptive,0.25448585147288666,0.21456683609843794,1.9107631767165494,26,0.36723263848661475,0.4999585185185188,1.05208123076922
3,12,fixed 0.003,0.31200672583045347,0.1335091841040195,0.003,36,0.500388033130004,0.5161244444444445,-84.84498133333335
3,12,drift derived,0.3486295532909449,0.17952019797578286,0.033271064666877376,36,0.2810966153509724,0.5154133333333333,-139.735104
3,12,drift adaptive,0.346777712937353,0.14534165357761755,0.045419073590975245,35,0.2790654022849794,0.5154742857142857,-116.36896914285714
3,12,deferral derived,0.3198149910396878,0.1299929130377476,0.004471917293935131,36,0.43209404588407424,0.5154133333333333,-85.88190933333333
3,12,deferral adaptive,0.33132918761181507,0.1690418464673001,0.005937522146779351,29,0.45983653521028445,0.5132800000000001,-47.52643531034484
3,13,fixed 0.003,0.40641486884152783,0.15019411215801592,0.003,36,0.4131490511420813,0.5182577777777777,-104.57923911111112
3,13,drift derived,0.3475930173593585,0.22227522834616298,0.033271064666877376,36,0.24464961798206078,0.5147022222222223,-130.8031786666667
3,13,drift adaptive,0.36119264866547246,0.23166374391417346,0.04820445496826342,34,0.25818132583028147,0.5147858823529412,-78.87162729411766
