seed,n_robots,w_obs,obs_ref,gamma_rule,variant,align_rmse,pose_rmse,n_delivered,frozen_plus_0.60_5,frozen_plus_0.30_6,matches_frozen_0.60_5,matches_frozen_0.30_6
22,2,0.6,5,deferral_derived,current,0.33059357883851437,0.5121720966549661,32,0.260597502178303,0.3305935788385143,False,True
22,2,0.6,5,fixed,current,0.2660573818727485,0.5584115312286516,29,0.260597502178303,0.3305935788385143,False,False
22,2,0.6,5,derived,current,0.30707352624350426,0.7011028666257976,32,0.260597502178303,0.3305935788385143,False,False
23,2,0.6,5,deferral_derived,current,0.16336886451421098,0.4379939595064352,32,0.1669426524209363,0.1633688645142109,False,True
23,2,0.6,5,fixed,current,0.20979079730884193,0.5079090192800239,29,0.1669426524209363,0.1633688645142109,False,False
23,2,0.6,5,derived,current,0.22574950553614329,0.5530847690965638,32,0.1669426524209363,0.1633688645142109,False,False
24,2,0.6,5,deferral_derived,current,0.15707094520398462,0.4133998861940868,32,0.1358819786678472,0.1570709452039846,False,True
24,2,0.6,5,fixed,current,0.14258783609934364,0.48915332698568165,29,0.1358819786678472,0.1570709452039846,False,False
24,2,0.6,5,derived,current,0.15385341685547135,0.45944232730941315,32,0.1358819786678472,0.1570709452039846,False,False
25,2,0.6,5,deferral_derived,current,0.14658218503051698,0.15926279376219615,32,0.1481100562937632,0.1465821850305169,False,True
25,2,0.6,5,fixed,current,0.24164665817662292,0.2279041941415121,29,0.1481100562937632,0.1465821850305169,False,False
25,2,0.6,5,derived,current,0.1838247949540138,0.18957572200411718,32,0.1481100562937632,0.1465821850305169,False,False
26,2,0.6,5,deferral_derived,current,0.21481712167486722,0.40338438830947143,32,0.2085445038379715,0.2148171216748672,False,True
26,2,0.6,5,fixed,current,0.18136848559428373,0.593486414516052,29,0.2085445038379715,0.2148171216748672,False,False
26,2,0.6,5,derived,current,0.2614314997131769,0.483772208188888,32,0.2085445038379715,0.2148171216748672,False,False
27,2,0.6,5,deferral_derived,current,0.175313700964212,0.32778028200054027,32,0.1279411272980554,0.1291249084455541,False,False
27,2,0.6,5,fixed,current,0.1830510749275344,0.4631967830030801,28,0.1279411272980554,0.1291249084455541,False,False
27,2,0.6,5,derived,current,0.16052189459909189,0.35665988352671063,32,0.1279411272980554,0.1291249084455541,False,False
28,2,0.6,5,deferral_derived,current,0.12499089166885693,0.3624137773483549,32,0.1263750811800609,0.1498014503874844,False,False
28,2,0.6,5,fixed,current,0.22433233078732273,0.3144290918357194,29,0.1263750811800609,0.1498014503874844,False,False
28,2,0.6,5,derived,current,0.2211433399018565,0.28477260421890793,32,0.1263750811800609,0.1498014503874844,False,False
29,2,0.6,5,deferral_derived,current,0.1849758900231464,0.5576468417860486,32,0.2396375211272105,0.1849758900231464,False,True
29,2,0.6,5,fixed,current,0.1859681983018627,0.37140243433952114,29,0.2396375211272105,0.1849758900231464,False,False
29,2,0.6,5,derived,current,0.18017780543159342,0.4621337342075345,32,0.2396375211272105,0.1849758900231464,False,False
30,2,0.6,5,deferral_derived,current,0.1711637979294375,0.36521916364589074,32,0.1710514747859907,0.1711637979294375,False,True
30,2,0.6,5,fixed,current,0.1875428073488906,0.34815928317179856,29,0.1710514747859907,0.1711637979294375,False,False
30,2,0.6,5,derived,current,0.20885316813186283,0.4595982264031169,32,0.1710514747859907,0.1711637979294375,False,False
31,2,0.6,5,deferral_derived,current,0.1679776634615637,0.31454490922824135,32,0.163262540827357,0.1679776634615637,False,True
31,2,0.6,5,fixed,current,0.15260051983589454,0.35383567671158034,29,0.163262540827357,0.1679776634615637,False,False
31,2,0.6,5,derived,current,0.1577608824567754,0.3464052932207948,32,0.163262540827357,0.1679776634615637,False,False
32,2,0.6,5,deferral_derived,current,0.1497927541713818,0.2789344385208562,32,0.1512222193688547,0.1497927541713818,False,True
32,2,0.6,5,fixed,current,0.20094086492458305,0.3613219376587762,29,0.1512222193688547,0.1497927541713818,False,False
32,2,0.6,5,derived,current,0.20752246794174362,0.39459128082373807,32,0.1512222193688547,0.1497927541713818,False,False
33,2,0.6,5,deferral_derived,current,0.21958236605099934,0.5625520823576944,32,0.2109935404007425,0.2195823660509993,False,True
33,2,0.6,5,fixed,current,0.18368983007260908,0.2632621968588875,29,0.2109935404007425,0.2195823660509993,False,False
33,2,0.6,5,derived,current,0.21441857088218208,0.573458682153639,32,0.2109935404007425,0.2195823660509993,False,False
34,2,0.6,5,deferral_derived,current,0.12624989318879914,0.15285763609941172,32,0.1305415614414308,0.1233446290023083,False,False
34,2,0.6,5,fixed,current,0.21962428448925506,0.41920648799343224,29,0.1305415614414308,0.1233446290023083,False,False
34,2,0.6,5,derived,current,0.18094829038587015,0.3393250968908531,32,0.1305415614414308,0.1233446290023083,False,False
35,2,0.6,5,deferral_derived,current,0.14717902640878214,0.3971353404915663,32,0.1320453008779377,0.1471790264087821,False,True
35,2,0.6,5,fixed,current,0.18345557047624672,0.317455878790628,29,0.1320453008779377,0.1471790264087821,False,False
35,2,0.6,5,derived,current,0.15205970083674608,0.35594322249689225,32,0.1320453008779377,0.1471790264087821,False,False
36,2,0.6,5,deferral_derived,current,0.20508191082121874,0.2640767208925481,32,0.2050819108212187,0.2050819108212187,True,True
36,2,0.6,5,fixed,current,0.24577531807283984,0.3458550539390316,29,0.2050819108212187,0.2050819108212187,False,False
36,2,0.6,5,derived,current,0.215278482917452,0.3195695930015067,32,0.2050819108212187,0.2050819108212187,False,False
37,2,0.6,5,deferral_derived,current,0.16825694563105245,0.2653001259923773,32,0.1836252960925911,0.1682569456310524,False,True
37,2,0.6,5,fixed,current,0.22039448427855532,0.37243876592435354,28,0.1836252960925911,0.1682569456310524,False,False
37,2,0.6,5,derived,current,0.1991469475630904,0.40185929129532705,32,0.1836252960925911,0.1682569456310524,False,False
38,2,0.6,5,deferral_derived,current,0.16422495519826835,0.519205394378487,32,0.1747463865570958,0.1770775870686512,False,False
38,2,0.6,5,fixed,current,0.20666221588105604,0.5777330060424116,29,0.1747463865570958,0.1770775870686512,False,False
38,2,0.6,5,derived,current,0.19840735577206567,0.5559060478711382,32,0.1747463865570958,0.1770775870686512,False,False
39,2,0.6,5,deferral_derived,current,0.16494621913244653,0.32184979697692595,32,0.1727088847423881,0.1505803249816755,False,False
39,2,0.6,5,fixed,current,0.16114848637267376,0.28082035467318345,29,0.1727088847423881,0.1505803249816755,False,False
39,2,0.6,5,derived,current,0.15996074957271914,0.30695445008025907,32,0.1727088847423881,0.1505803249816755,False,False
10,3,0.6,5,deferral_derived,current,0.19307524596024894,0.4200889715234285,24,0.1644312213000855,0.1602060108103143,False,False
10,3,0.6,5,fixed,current,0.19732650472395688,0.4512155257949585,23,0.1644312213000855,0.1602060108103143,False,False
10,3,0.6,5,derived,current,0.17485105903495107,0.4080559096244943,24,0.1644312213000855,0.1602060108103143,False,False
11,3,0.6,5,deferral_derived,current,0.17186983747554704,0.2272133981775778,24,0.2536021929275199,0.1674037411985398,False,False
11,3,0.6,5,fixed,current,0.29527680893561176,0.2663317334248778,23,0.2536021929275199,0.1674037411985398,False,False
11,3,0.6,5,derived,current,0.2849838148672976,0.29823165343520797,24,0.2536021929275199,0.1674037411985398,False,False
12,3,0.6,5,deferral_derived,current,0.24014749659843482,0.37735759900538834,24,0.2310690010741949,0.2401474965984348,False,True
12,3,0.6,5,fixed,current,0.292784173071327,0.6080734843347835,23,0.2310690010741949,0.2401474965984348,False,False
12,3,0.6,5,derived,current,0.25783628900530237,0.422351268431788,24,0.2310690010741949,0.2401474965984348,False,False
13,3,0.6,5,deferral_derived,current,0.2607863355267476,0.4071524194456447,24,0.2531779979352844,0.3036030175073473,False,False
13,3,0.6,5,fixed,current,0.2923416576820175,0.4499138907266511,23,0.2531779979352844,0.3036030175073473,False,False
13,3,0.6,5,derived,current,0.2801391243632402,0.4394707528660453,24,0.2531779979352844,0.3036030175073473,False,False
14,3,0.6,5,deferral_derived,current,0.1744551863790205,0.3234788457539932,24,0.1749260233925164,0.1744551863790205,False,True
14,3,0.6,5,fixed,current,0.26823031239087813,0.3600132287935642,22,0.1749260233925164,0.1744551863790205,False,False
14,3,0.6,5,derived,current,0.23519827565851223,0.2565048943319579,24,0.1749260233925164,0.1744551863790205,False,False
