seed,robots,policy,temporal_decay,candidates,selected,mean_information
14,2,BACS+,False,240,5,0.9046770979539694
15,2,BACS+,False,240,5,0.951326614261488
16,2,BACS+,False,240,5,0.9020388059264933
17,2,BACS+,False,240,5,0.8985264840553484
18,2,BACS+,False,240,5,0.9503691274666073
19,2,BACS+,False,240,5,0.9113011346646498
20,2,BACS+,False,240,5,0.925042183674608
21,2,BACS+,False,240,5,0.8944434568952125
22,2,BACS+,False,240,5,0.8860162397005042
23,2,BACS+,False,240,5,0.9694111066597066
24,2,BACS+,False,240,5,0.9373002202043381
25,2,BACS+,False,240,5,0.8839080815875333
26,2,BACS+,False,240,5,0.8854582325180307
27,2,BACS+,False,240,5,0.8999573430533825
28,2,BACS+,False,240,5,0.9103112776519152
29,2,BACS+,False,240,5,0.873402644709332
30,2,BACS+,False,240,5,0.9404758025147363
31,2,BACS+,False,240,5,0.9447791718010791
32,2,BACS+,False,240,5,0.9433800336610888
33,2,BACS+,False,240,5,0.9347171877445893
34,2,BACS+,False,240,5,0.8839699693585716
35,2,BACS+,False,240,5,0.9214485699252535
36,2,BACS+,False,240,5,0.8738401221916308
37,2,BACS+,False,240,5,0.9208281389422177
38,2,BACS+,False,240,5,0.9342228040266092
39,2,BACS+,False,240,5,0.8938376195473282
