n_robots,seed,arm,align_rmse,pose_rmse,n_delivered,trust_yield
2,39,bacs_gated,0.1505803249816755,0.2841312775452578,32,0.4594224869173916
2,39,plus_0.30_6,0.1505803249816755,0.2841312775452578,32,0.4594224869173916
3,10,fifo,0.29711063654946235,0.3645742810124791,24,0.4517019802771296
3,10,lifo,0.2289185757801299,0.5915408871484572,24,0.6199020814071199
3,10,random,0.20916271800798497,0.3767407137429734,24,0.5584637130264422
3,10,trust_only,0.17389776595264947,0.41545381622306793,24,0.5057332039540139
3,10,info_only,0.16498791655557613,0.46091760558956724,24,0.44114652164907314
3,10,bacs_gated,0.16498791655557613,0.46091760558956724,24,0.44114652164907314
3,10,plus_0.30_6,0.16020601081031435,0.45972900166764785,24,0.43788127651486297
3,11,fifo,0.5154676050856342,0.46629485924302366,24,0.38324902659918525
3,11,lifo,0.20156184670855895,0.34548816032398477,24,0.654426985729077
3,11,random,0.17990147061262085,0.5789081783968887,24,0.5436356569089241
3,11,trust_only,0.4703890853833256,0.2991550572231416,24,0.43404739408323384
3,11,info_only,0.1669320385109233,0.24297245894133812,24,0.3400199433797706
3,11,bacs_gated,0.1669320385109233,0.24297245894133812,24,0.3400199433797706
3,11,plus_0.30_6,0.1674037411985398,0.2410529277065674,24,0.3271696824944628
3,12,fifo,0.5076171787631836,0.4686816961542522,24,0.38303457112816414
3,12,lifo,0.19268370064506513,0.5405055005519923,24,0.7288753732321801
3,12,random,0.21404682168309674,0.48444128133588765,24,0.46729044747903203
3,12,trust_only,0.266090386854151,0.6415308877430604,24,0.38455860065750835
3,12,info_only,0.22930186118003693,0.48541259377496315,24,0.30493074560838984
3,12,bacs_gated,0.22930186118003693,0.48541259377496315,24,0.30493074560838984
3,12,plus_0.30_6,0.24014749659843482,0.37735759900538834,24,0.37272647070685566
3,13,fifo,0.3647412796539086,0.4088183534487642,24,0.3382234744773352
3,13,lifo,0.16010823515043782,0.34751705380531545,24,0.6017535543167583
3,13,random,0.18720906348945063,0.6187522202202953,24,0.4204949145975451
3,13,trust_only,0.2862524900885168,0.4450566599838555,24,0.3477083727730666
3,13,info_only,0.2922911419771626,0.43410887442411333,24,0.19624944832887767
3,13,bacs_gated,0.2922911419771626,0.43410887442411333,24,0.19624944832887767
3,13,plus_0.30_6,0.30360301750734736,0.4110531008990269,24,0.19605070717738315
3,14,fifo,0.3522713352398847,0.4494533585447393,24,0.42111282593844573
3,14,lifo,0.20354958548553698,0.4006826327903582,24,0.6787542867281801
3,14,random,0.18749835318432798,0.2562370913641078,24,0.5003223214484686
3,14,trust_only,0.2298998847502387,0.3553493378038215,24,0.4214983854043006
3,14,info_only,0.1746318772757594,0.3235956663671969,24,0.36312524742215935
3,14,bacs_gated,0.1746318772757594,0.3235956663671969,24,0.36312524742215935
3,14,plus_0.30_6,0.1744551863790205,0.3234788457539932,24,0.37791216962279356
3,15,fifo,0.3981094983833453,0.5450918734846054,24,0.43873966315072493
3,15,lifo,0.2506132522417672,0.41212870797980056,24,0.650661232987125
3,15,random,0.23742803722813194,0.2862421026186667,24,0.5182914070399555
3,15,trust_only,0.2706327915151009,0.3598052056101233,24,0.5181854175309194
3,15,info_only,0.2997374629094596,0.3172608956616501,24,0.3427200394933432
3,15,bacs_gated,0.2997374629094596,0.3172608956616501,24,0.3427200394933432
3,15,plus_0.30_6,0.2813915446514976,0.33744136348327364,24,0.3306588618312026
3,16,fifo,0.3289868057964081,0.22710021723799012,24,0.3840762308290698
3,16,lifo,0.2298981805633842,0.2923947188629464,24,0.779208477742808
3,16,random,0.17581070326540876,0.5258287702287063,24,0.33528305069502434
3,16,trust_only,0.18338001436481935,0.25892233400434866,24,0.5005450873584364
3,16,info_only,0.18951961238033002,0.21159645603991484,24,0.47766160437993044
3,16,bacs_gated,0.18669494916087803,0.20587929297192467,24,0.48633180789710634
3,16,plus_0.30_6,0.17358432401141263,0.3333398588191978,24,0.4223964481415668
3,17,fifo,0.5105769700528741,0.32590752608445217,24,0.45298675989313936
3,17,lifo,0.20071858763099332,0.26651957879798094,24,0.624822188216148
3,17,random,0.20092996248989053,0.3723683589902611,24,0.3981403162182037
3,17,trust_only,0.17904631453029732,0.2621378717713026,24,0.5009729170732015
3,17,info_only,0.15355575071606065,0.32616824965624364,24,0.4593985765443731
3,17,bacs_gated,0.15355575071606065,0.32616824965624364,24,0.4593985765443731
3,17,plus_0.30_6,0.15355575071606065,0.32616824965624364,24,0.4593985765443731
3,18,fifo,0.25189627928228764,0.39401458308166293,24,0.4728853329679497
3,18,lifo,0.1797918623745323,0.5575700754881763,24,0.7130659993356875
3,18,random,0.196487317836328,0.4758806569676517,24,0.44493673724560817
