metric,comparison,n_pairs,wilcoxon_statistic,p_value,cliffs_delta,status,reason
mean_scheduler_deferral_s,FIFO vs BACS+,10,27.0,1.0,-0.06,COMPUTED,Paired by logged run identifier; interpretation is limited to scheduler deferral.
